Fecha,CodigoUnidadGeneracion,IrradiacionPanel,TemperaturaPanel,IrradiacionGlobal,TemperaturaAmbiente
2025-12-14,Uns21219,,,,
2025-12-14,Uns19573,539.89,49.56,442.26,31.9
2025-12-14,Uns07303,512.76,36.73,354.4,30.01
2025-12-14,Uns19731,405.77,,379.78,0
2025-12-14,Uns19464,426.84,38.07,379.27,22.25
2025-12-14,Uns18125,288.49,37.01,285.03,29.8
2025-12-14,Uns19462,58.87,37.31,388.7,22.65
2025-12-14,Uns07301,600.82,7.22,528.4,30.65
2025-12-14,Uns09143,0.92,11.72,0.91,1.49
2025-12-14,Uns15904,,38.1,,30.16
2025-12-14,Uns09144,223.53,31.44,210.62,27.35
2025-12-14,Uns07299,,,,
2025-12-14,Uns07297,543.5,43.48,432.4,29.56
2025-12-14,Uns15902,386.07,38.59,323.49,29.08
2025-12-14,Uns18126,305.63,37.56,296.37,29.4
2025-12-14,Uns20466,,,,
2025-12-14,Uns18120,327.13,38.05,314.74,30.09
2025-12-14,Uns51562,20,26.79,118,25.75
2025-12-14,Uns15163,383.38,32.64,347.49,25.07
2025-12-14,Uns10125,,,,
2025-12-14,Uns10520,317.34,45.13,292.25,27.68
2025-12-14,Uns19733,424.9,,,
2025-12-14,Uns10127,699.78,,100.48,
2025-12-14,Uns11013,267.52,36.41,245.63,26.98
2025-12-14,Uns15166,260.37,21.5,211,14.8
2025-12-14,Uns17651,538.13,43.8,508.75,30.61
2025-12-14,Uns10522,288.83,51.55,268.69,27.61
2025-12-14,Uns10524,,,,
2025-12-14,Uns07300,731.7,41.31,535.27,30.49
2025-12-14,Uns18122,318.07,37.46,303.36,28.01
2025-12-14,Uns16743,429.11,39.8,373.53,30.87
2025-12-14,Uns15923,300.37,14.44,241.31,26.83
2025-12-14,Uns19468,,0,,0
2025-12-14,Uns10865,286.94,36.46,495.26,42.71
2025-12-14,Uns20201,470.15,18.86,387.52,12.07
2025-12-14,Uns18128,288.58,37.67,275.08,29
2025-12-14,Uns10100,302.48,34.11,253.32,26.69
2025-12-14,Uns19470,1,41.19,537.27,30.61
2025-12-14,Uns53072,531.4,39.85,476.41,27.15
2025-09-23,Uns10520,362.19,45.23,362.66,27.12
2025-09-23,Uns15902,553.48,46.6,462.1,31
2025-09-23,Uns19733,487.2,29.31,439.53,40.48
2025-09-23,Uns21219,,,,
2025-09-23,Uns19573,731.63,49,573.3,31.63
2025-09-23,Uns20466,,,,
2025-09-23,Uns51562,14,29.89,81,28.12
2025-09-23,Uns10125,362.87,99,100,0
2025-09-23,Uns19464,278.51,33.15,264.95,25.8
2025-09-23,Uns07301,,35.11,349.47,28.33
2025-09-23,Uns16743,639.22,46.74,523.93,32.19
2025-09-23,Uns19468,281.04,,246.71,26.08
2025-09-23,Uns15163,333.77,33.9,331.79,25.29
2025-09-23,Uns11013,259.81,37.46,257.14,27.9
2025-09-23,Uns09144,257.08,33.68,265.55,27.64
2025-09-23,Uns07303,600.15,42.75,,
2025-09-23,Uns18128,374.33,41.99,372.08,30.51
2025-09-23,Uns15166,252.21,22.16,207.91,14.87
2025-09-23,Uns07297,651.82,47.74,508.66,30.71
2025-09-23,Uns10127,391.92,,,
2025-09-23,Uns19731,448.59,40.54,395.6,29.12
2025-09-23,Uns18125,405.49,42.47,412.13,31.62
2025-09-23,Uns10524,,,,
2025-09-23,Uns19462,47.05,31.9,289.52,25.8
2025-09-23,Uns07300,361.09,32.95,361.73,28.38
2025-09-23,Uns17651,,0,,0
2025-09-23,Uns15904,535.08,,466.24,30.51
2025-09-23,Uns10522,359.07,61.7,360.96,27.7
2025-09-23,Uns10100,377.92,38.13,303.94,27.84
2025-09-23,Uns19470,664.65,49.65,561.17,32.47
2025-09-23,Uns09143,578.44,45.09,559.88,29.18
2025-09-23,Uns15923,408.95,16.43,356.12,28.01
2025-09-23,Uns10865,502.62,43.64,468.09,37.54
2025-09-23,Uns20201,349.87,17.65,287.89,12.71
2025-09-23,Uns07299,,35.34,,26.69
2025-10-16,Uns21219,,,,
2025-10-16,Uns19573,275.29,33.38,278.9,28.33
2025-10-16,Uns15163,371.95,32.89,365.53,24.69
2025-10-16,Uns10125,394.16,,99.85,0
2025-10-16,Uns10127,390.06,99,99.38,
2025-10-16,Uns11013,72.81,26.31,74.27,23.55
2025-10-16,Uns15166,188.02,29.67,156.24,24.21
2025-10-16,Uns19731,436.6,37.57,434.42,25.86
2025-10-16,Uns18125,206.74,31.53,205.79,27.01
2025-10-16,Uns19462,47.25,34.62,302.53,5.17
2025-10-16,Uns17651,396.07,40.39,487.4,28.03
2025-10-16,Uns07301,394.87,37.09,346.78,28.08
2025-10-16,Uns15923,199.71,13.4,202.13,26.1
2025-10-16,Uns19468,413.23,,356.99,27.36
2025-10-16,Uns15904,314.14,,328.24,28.78
2025-10-16,Uns20201,187.83,17.39,182.87,14.02
2025-10-16,Uns18128,192.34,31.87,191.89,26.32
2025-10-16,Uns10100,164,30.77,110.79,25.02
2025-10-16,Uns19470,554.86,43.44,480.17,27.9
2025-10-16,Uns07297,361.87,36,330.8,26.21
2025-10-16,Uns51562,43,33.7,255,31.02
2025-10-16,Uns07303,446.06,34.84,,27.96
2025-10-16,Uns15902,151.99,28.71,163.33,24.92
2025-10-16,Uns10520,283.8,40.68,277.38,22.91
2025-10-16,Uns19733,479.04,25.63,442.65,37.5
2025-10-16,Uns20466,,,,
2025-10-16,Uns19464,81.83,34.8,162.2,25.01
2025-10-16,Uns10522,278.45,54.97,274.09,23.56
2025-10-16,Uns10524,,,,
2025-10-16,Uns07300,,34.66,350.19,28.18
2025-10-16,Uns10865,192.22,31.02,95.73,16.56
2025-10-16,Uns09143,,,,
2025-10-16,Uns16743,270.16,35.02,291.31,28.8
2025-10-16,Uns09144,,,,
2025-10-16,Uns07299,,37.46,,25.54
2025-11-07,Uns15923,415.66,16.52,329.77,27.4
2025-11-07,Uns15902,457.37,42.77,405.01,29.9
2025-11-07,Uns20466,,,,
2025-11-07,Uns18120,,,,
2025-11-07,Uns21219,,,,
2025-11-07,Uns19573,707.2,47.54,563.73,31.26
2025-11-07,Uns51562,165,34.7,894,31.39
2025-11-07,Uns15163,386.99,34.09,360.74,25.92
2025-11-07,Uns07303,492.15,42.59,482.68,31.54
2025-11-07,Uns10125,,,,
2025-11-07,Uns10520,393.38,43.45,368.12,25.26
2025-11-07,Uns19733,600.78,0,111,
2025-11-07,Uns10127,636.22,99,,0
2025-11-07,Uns11013,274.16,37.4,257.37,27.75
2025-11-07,Uns15166,144.6,16.1,83.85,13.01
2025-11-07,Uns19731,525.56,43.39,481.62,28.85
2025-11-07,Uns19464,511.62,41.79,425.77,28.07
2025-11-07,Uns18125,532.84,45.96,515.18,32.11
2025-11-07,Uns19462,133.29,48.69,1056.13,27.8
2025-11-07,Uns17651,565.29,46.52,544.42,30.83
2025-11-07,Uns10522,381.61,57.28,369.59,26.73
2025-11-07,Uns10524,,,,
2025-11-07,Uns07301,502.96,7.85,550.01,29.76
2025-11-07,Uns07300,602.46,36.9,510.81,29.48
2025-11-07,Uns09143,554.98,47.97,540.14,28.7
2025-11-07,Uns18122,537.98,43.86,505.05,30.17
2025-11-07,Uns10865,475.22,42.7,448.55,38.83
2025-11-07,Uns15904,587.61,,523.49,30.18
2025-11-07,Uns09144,267.43,34.01,259.79,27.67
2025-11-07,Uns20201,527.57,23.55,470.67,14.43
2025-11-07,Uns18128,495.51,45.8,477.3,31.03
2025-11-07,Uns10100,393.26,36.24,317.5,26.99
2025-11-07,Uns19470,702.46,49.66,550.68,30.56
2025-11-07,Uns07299,,,,
2025-11-07,Uns53072,696.11,43.3,584.7,27.39
2025-11-07,Uns07297,716.62,47.62,493.48,33.01
2025-11-07,Uns16743,543.34,43.47,476.05,29.59
2025-11-07,Uns19468,,0,,0
2025-09-17,Uns15902,339.25,38.18,337.96,28.38
2025-09-17,Uns20466,,,,
2025-09-17,Uns21219,,,,
2025-09-17,Uns19573,486.39,39.95,412.47,27.96
2025-09-17,Uns51562,14,29.89,81,28.12
2025-09-17,Uns15163,375.76,33.69,385.05,24.87
2025-09-17,Uns07303,476.2,38.26,409.09,30.43
2025-09-17,Uns10125,,,,
2025-09-17,Uns10520,356.32,41.87,358.25,26.28
2025-09-17,Uns19733,255.57,26.16,210.19,31.14
2025-09-17,Uns10127,,,,
2025-09-17,Uns11013,290.16,36.88,285.92,27.2
2025-09-17,Uns15166,476.53,42.01,446.32,28.17
2025-09-17,Uns19731,206.2,31.28,184.28,26.27
2025-09-17,Uns19464,496.87,42.55,434.44,27.83
2025-09-17,Uns18125,527.73,44.49,530.83,31.5
2025-09-17,Uns19462,74.32,42.25,458.02,27.74
2025-09-17,Uns10522,355.74,60.7,358.72,26.54
2025-09-17,Uns10524,,,,
2025-09-17,Uns07301,328.27,32.84,295.28,26.3
2025-09-17,Uns16743,427.08,39.89,424.18,28.68
2025-09-17,Uns15923,382.7,15.4,353.31,26.61
2025-09-17,Uns19468,531.75,,466.34,29.83
2025-09-17,Uns10865,578.81,43.04,468.09,37.54
2025-09-17,Uns15904,385.94,,360.57,28.82
2025-09-17,Uns18128,543.79,43.75,548.33,30.08
2025-09-17,Uns10100,271.39,33.19,258.55,26.62
2025-09-17,Uns19470,505.84,41.29,482.83,28.89
2025-09-17,Uns07299,297.28,34.12,280.57,24.68
2025-09-17,Uns17651,463.16,41.32,483.18,29.04
2025-09-17,Uns07300,330.78,31.49,302.98,26.29
2025-09-17,Uns09143,505.71,42.68,505.75,28.06
2025-09-17,Uns09144,219.38,33.04,223.2,28.12
2025-09-17,Uns20201,299.26,17.68,272.23,11.96
2025-09-17,Uns07297,691.91,45.26,497.24,30.12
2025-12-30,Uns18122,494.31,41.02,444.69,29.34
2025-12-30,Uns15904,,42.09,,31.15
2025-12-30,Uns10100,325.63,35.86,244.93,25.95
2025-12-30,Uns19470,,0,,30.77
2025-12-30,Uns07303,441.21,42.63,,
2025-12-30,Uns54094,,,,
2025-12-30,Uns10865,578.28,42.97,487.21,37.73
2025-12-30,Uns07299,375.82,37.75,325.43,26.46
2025-12-30,Uns15902,488.45,43.63,407.82,30.41
2025-12-30,Uns18126,519.24,43.09,482.21,30.73
2025-12-30,Uns20466,,,,
2025-12-30,Uns54092,,,,
2025-12-30,Uns18120,494.11,42.19,449.23,31.45
2025-12-30,Uns21219,,,,
2025-12-30,Uns19573,663.34,54.17,510.97,30.33
2025-12-30,Uns51562,20,26.79,118,25.75
2025-12-30,Uns15163,400.17,32.92,388.33,25.19
2025-12-30,Uns56054,196.88,28.98,190.42,25.67
2025-12-30,Uns10125,,,,
2025-12-30,Uns10520,292.45,43.31,274.9,27.3
2025-12-30,Uns19733,343.14,,,
2025-12-30,Uns10127,435.75,,100,
2025-12-30,Uns11013,280.98,37.27,250.97,27.55
2025-12-30,Uns15166,476,29.03,397.35,16.29
2025-12-30,Uns19731,311.63,35.62,287.54,27.44
2025-12-30,Uns19464,290.9,36.88,303.91,22.78
2025-12-30,Uns18125,524.43,42.24,490.53,31.6
2025-12-30,Uns19462,55.64,36.62,379.34,20.58
2025-12-30,Uns17651,532.69,45.82,455.65,31.4
2025-12-30,Uns10522,287.67,56.27,275.1,27.82
2025-12-30,Uns10524,,,,
2025-12-30,Uns07301,404.08,36.9,356.2,28.35
2025-12-30,Uns07300,551.06,35.09,362.71,28.3
2025-12-30,Uns09143,0.92,12.56,0.92,1.48
2025-12-30,Uns16743,608.48,43.39,493.39,32.37
2025-12-30,Uns15923,368.23,14.72,283.37,26.5
2025-12-30,Uns19468,,0,,0
2025-12-30,Uns09144,201.54,29.44,195.91,25.9
2025-12-30,Uns20201,,,,
2025-12-30,Uns18128,542.56,44.27,502.52,31.03
2025-12-30,Uns53072,375.39,34.81,336.99,25.82
2025-12-30,Uns07297,,,,
2025-10-01,Uns15902,444.71,43.3,403.7,
2025-10-01,Uns20466,,,,
2025-10-01,Uns19573,597.58,44.91,485.62,29.07
2025-10-01,Uns51562,,,,
2025-10-01,Uns15163,405.95,33.45,404.63,24.72
2025-10-01,Uns07303,,,,
2025-10-01,Uns10125,,,,
2025-10-01,Uns10520,403.24,45.15,398.79,26.58
2025-10-01,Uns19733,593.23,29.32,574.87,43.53
2025-10-01,Uns15166,270.62,24.29,257.52,14.61
2025-10-01,Uns19464,45.11,40.9,40.57,26.39
2025-10-01,Uns18125,521.71,44.71,520.92,31.41
2025-10-01,Uns17651,,0,,0
2025-10-01,Uns10522,612.44,64.8,608.5,30.77
2025-10-01,Uns10524,,,,
2025-10-01,Uns07301,,43.76,480.64,30.48
2025-10-01,Uns16743,,,,
2025-10-01,Uns19468,577.54,,484.54,28.96
2025-10-01,Uns09144,174.45,30.03,177.86,26.2
2025-10-01,Uns07299,527.21,43.38,455.1,28.58
2025-10-01,Uns07297,498.95,41.83,447.77,28.44
2025-10-01,Uns10127,563.09,,98.74,
2025-10-01,Uns11013,302.91,42.78,298,28.42
2025-10-01,Uns21219,,,,
2025-10-01,Uns19462,85.55,49.34,475.2,26.45
2025-10-01,Uns07300,529.14,39.63,480.81,30.28
2025-10-01,Uns09143,458.85,39.12,457.85,26.41
2025-10-01,Uns10865,559.37,44.21,468.09,37.54
2025-10-01,Uns18128,514.74,45.27,514.7,29.84
2025-10-01,Uns19731,115.97,44.1,531.68,29.3
2025-10-01,Uns10100,95.12,30.47,102.16,25.71
2025-10-01,Uns19470,636.55,47.28,531.1,30.38
2025-10-01,Uns15923,404.12,18.04,378.1,30.58
2025-10-01,Uns15904,526.51,,478.48,
2025-10-01,Uns20201,174.66,17.68,174.82,14.87
2025-11-05,Uns15902,460.38,40.84,410.24,28.72
2025-11-05,Uns20466,,,,
2025-11-05,Uns21219,,,,
2025-11-05,Uns19573,654.17,46.25,532.32,29.11
2025-11-05,Uns51562,165,34.7,894,31.39
2025-11-05,Uns15163,338.08,32.88,332.22,25.2
2025-11-05,Uns07303,408.9,39.26,377.34,30.23
2025-11-05,Uns10125,446.33,,,
2025-11-05,Uns10520,407.77,43.79,387,25.96
2025-11-05,Uns19733,354.29,0,111,
2025-11-05,Uns10127,437.84,,,
2025-11-05,Uns11013,371.73,38.21,338.8,27.42
2025-11-05,Uns15166,240.4,20.85,194.82,14.32
2025-11-05,Uns19731,326.62,36.66,300.44,27.52
2025-11-05,Uns19464,582.57,42.96,483.78,28.7
2025-11-05,Uns18125,397.92,38.86,395.35,28.94
2025-11-05,Uns19462,74.08,41.57,487.75,28.67
2025-11-05,Uns17651,421.99,39.66,404.79,27.85
2025-11-05,Uns10522,338.6,57.12,331.74,26.23
2025-11-05,Uns10524,,,,
2025-11-05,Uns07301,413.71,36.78,392.06,29.38
2025-11-05,Uns07300,440.52,34.12,393.2,29.3
2025-11-05,Uns09143,,,,
2025-11-05,Uns18122,,,,
2025-11-05,Uns16743,582.06,42.9,503.14,30.95
2025-11-05,Uns15923,364.62,15.2,292.8,27.33
2025-11-05,Uns09144,,,,
2025-11-05,Uns20201,397.62,19.52,340.62,14.18
2025-11-05,Uns18128,412.02,40.5,398.49,28.24
2025-11-05,Uns10100,345.53,36.33,266.3,26.64
2025-11-05,Uns19470,456.75,40.66,419.08,27.86
2025-11-05,Uns07299,,,,
2025-11-05,Uns53072,390.86,34.97,382.86,25.31
2025-11-05,Uns07297,489.91,41.24,390.97,29.46
2025-11-05,Uns19468,,0,,0
2025-11-05,Uns10865,449.8,41.42,422.98,38.15
2025-11-05,Uns15904,361.07,37.15,345.67,28.38
2025-10-11,Uns15902,615.93,43.4,531.36,28.61
2025-10-11,Uns20466,,,,
2025-10-11,Uns21219,,,,
2025-10-11,Uns19573,371.38,36.66,343.97,28.14
2025-10-11,Uns51562,,,,
2025-10-11,Uns15163,371.42,33.17,362.44,23.87
2025-10-11,Uns07303,390.54,35.82,84,29.39
2025-10-11,Uns10125,,,,
2025-10-11,Uns10520,382.06,42.95,371.69,23.22
2025-10-11,Uns19733,493.94,27.15,460.31,39.71
2025-10-11,Uns10127,496.39,,,
2025-10-11,Uns11013,278.44,35.66,277.2,25.78
2025-10-11,Uns15166,216.49,19.11,169.46,12.96
2025-10-11,Uns19731,486.64,40.14,421.65,27.27
2025-10-11,Uns19464,113.73,43.37,116.6,28.43
2025-10-11,Uns18125,423.21,40.03,421.9,29.71
2025-10-11,Uns19462,71.71,43.14,480.1,28.55
2025-10-11,Uns17651,580.92,49.29,608.11,29.16
2025-10-11,Uns10522,373.94,55.76,370.96,24.01
2025-10-11,Uns10524,,,,
2025-10-11,Uns07301,493.71,35.89,391.41,29.69
2025-10-11,Uns07300,484.45,36.54,395.34,29.57
2025-10-11,Uns09143,,,,
2025-10-11,Uns16743,227.46,32.57,237.36,27.23
2025-10-11,Uns15923,189.27,13.31,196.21,26.1
2025-10-11,Uns19468,542.15,,528.07,29.99
2025-10-11,Uns10865,422.82,38.05,199.8,17.79
2025-10-11,Uns15904,438.28,,415.73,28.42
2025-10-11,Uns09144,151.29,27.84,162.22,24.51
2025-10-11,Uns20201,421.91,21.84,337.56,14.48
2025-10-11,Uns18128,433.93,40.49,433.03,28.58
2025-10-11,Uns10100,241.63,32.51,197.08,25.91
2025-10-11,Uns19470,695.82,46.98,576.71,29.22
2025-10-11,Uns07299,476.24,40.63,379.62,27.4
2025-10-11,Uns07297,442.57,38.22,399.39,26.78
2025-11-20,Uns10520,316.51,43.5,300.31,24.34
2025-11-20,Uns19731,476.84,38.39,437.16,26.68
2025-11-20,Uns19462,73.83,41.2,501.41,28.05
2025-11-20,Uns10524,,,,
2025-11-20,Uns18122,385.86,37.11,351.81,27.87
2025-11-20,Uns16743,463.26,40.63,422.61,30.77
2025-11-20,Uns10865,341.74,37.64,344.62,36.73
2025-11-20,Uns09144,185.27,28.5,181.45,24.3
2025-11-20,Uns07299,,,,
2025-11-20,Uns53072,455.4,35.8,406.4,24.33
2025-11-20,Uns10127,432.64,,98.21,0
2025-11-20,Uns15166,230.2,20.32,193.93,14.31
2025-11-20,Uns18125,357.42,38.88,347.81,29.68
2025-11-20,Uns10522,316.87,56.19,307.73,25.24
2025-11-20,Uns09143,546.64,42.54,528.1,26.41
2025-11-20,Uns19468,,0,,0
2025-11-20,Uns15904,,,,28.09
2025-11-20,Uns18128,328.18,38.69,317.22,28.81
2025-11-20,Uns10100,306.42,36.11,264.16,27.63
2025-11-20,Uns19470,566.24,44.25,462.06,28.82
2025-11-20,Uns15902,412.56,40.08,350.91,29.23
2025-11-20,Uns18126,343.76,39.3,340.16,29.12
2025-11-20,Uns20466,,,,
2025-11-20,Uns18120,399.13,37.93,378.43,29.73
2025-11-20,Uns21219,,,,
2025-11-20,Uns19573,557.61,43.95,476.51,30.57
2025-11-20,Uns51562,20,26.79,118,25.75
2025-11-20,Uns15163,297.45,31.77,294.09,24.15
2025-11-20,Uns07303,365.13,35.72,329.13,30.15
2025-11-20,Uns10125,,,,
2025-11-20,Uns19733,495.75,,,
2025-11-20,Uns11013,316,38.26,294.14,27.57
2025-11-20,Uns19464,71.23,41.62,149.2,27.86
2025-11-20,Uns17651,349.56,38.48,420.71,28.29
2025-11-20,Uns07301,334.29,4.44,338.54,27.78
2025-11-20,Uns07300,,27.91,343.56,27.5
2025-11-20,Uns15923,318.22,14.84,271.74,27.08
2025-11-20,Uns20201,296.25,17.22,274.94,13.52
2025-11-20,Uns07297,461.76,48.05,410.1,29.27
2025-11-15,Uns15902,305.95,36.39,288.87,28.38
2025-11-15,Uns20466,,,,
2025-11-15,Uns18120,297.84,35.91,298.77,29.01
2025-11-15,Uns21219,,,,
2025-11-15,Uns19573,455.36,40.09,369.5,29.44
2025-11-15,Uns51562,20,26.79,118,25.75
2025-11-15,Uns15163,355.55,33.27,346.02,24.73
2025-11-15,Uns07303,398.23,39.62,470.51,30.36
2025-11-15,Uns10125,435.62,99,99.95,0
2025-11-15,Uns19733,200.45,,,
2025-11-15,Uns10127,450.1,,99.1,
2025-11-15,Uns11013,260.35,35.78,250.18,27.3
2025-11-15,Uns15166,168.42,19.31,157.42,13.99
2025-11-15,Uns19731,198.13,30.94,187.96,25.01
2025-11-15,Uns19464,34.46,35.59,129.04,27.03
2025-11-15,Uns18125,306.39,35.79,300.75,28.68
2025-11-15,Uns19462,53.65,35.38,325.48,27.09
2025-11-15,Uns17651,303.61,35.88,317.21,27.18
2025-11-15,Uns10522,224.88,55.57,220.62,25.33
2025-11-15,Uns10524,,,,
2025-11-15,Uns07301,,5.61,373.07,29.12
2025-11-15,Uns07300,,29.51,370.09,29.04
2025-11-15,Uns09143,421.73,36.97,409.2,24.83
2025-11-15,Uns18122,285.99,35.35,276.09,27.2
2025-11-15,Uns16743,462.43,38.93,421.46,28.3
2025-11-15,Uns15923,344.65,15.8,282.93,27.33
2025-11-15,Uns19468,,0,,0
2025-11-15,Uns10865,254.35,33.8,232.5,33.7
2025-11-15,Uns15904,286.93,34.72,279.75,28.04
2025-11-15,Uns09144,155.49,28.02,155.6,24.64
2025-11-15,Uns20201,139.38,17.73,147.21,14.45
2025-11-15,Uns18128,298.54,36.55,284.39,27.93
2025-11-15,Uns10100,242.82,35.02,217.65,27.01
2025-11-15,Uns19470,296.33,35.34,292.74,27.23
2025-11-15,Uns07299,413.38,39.46,363.84,27.65
2025-11-15,Uns53072,222.03,29.47,239.35,23.3
2025-11-15,Uns07297,492.07,46.66,421.92,28.12
2025-11-15,Uns10520,230.77,42.4,220.53,24.7
2025-09-24,Uns21219,,,,
2025-09-24,Uns19573,632.56,49.08,536.51,30.83
2025-09-24,Uns51562,14,29.89,81,28.12
2025-09-24,Uns15163,482.59,35.08,489.11,26.25
2025-09-24,Uns07303,586.03,42.98,,
2025-09-24,Uns10125,,,,
2025-09-24,Uns10520,392.21,44.2,392.43,28.43
2025-09-24,Uns19733,539.2,31.51,524.69,41.1
2025-09-24,Uns10127,457.79,,98.69,
2025-09-24,Uns15166,201.6,20.89,190.22,14.71
2025-09-24,Uns19731,523.33,41.25,475.04,31.32
2025-09-24,Uns19464,126.16,39.21,261.16,26.18
2025-09-24,Uns18125,382.85,40.66,375.94,32.11
2025-09-24,Uns19462,59.89,38.09,421.24,26.18
2025-09-24,Uns17651,,0,,0
2025-09-24,Uns10524,,,,
2025-09-24,Uns16743,634.58,46.66,552.07,32.44
2025-09-24,Uns15923,415.02,17.24,358.81,28.47
2025-09-24,Uns19468,276.72,,289.55,26.66
2025-09-24,Uns15904,577.71,,519.4,31.36
2025-09-24,Uns18128,406.45,43.11,400.52,31.36
2025-09-24,Uns10100,448.94,41.29,361.66,29.28
2025-09-24,Uns19470,732.53,50.26,582.43,34.13
2025-09-24,Uns07299,458.67,39.27,346.97,26.54
2025-09-24,Uns07297,679.84,48.22,533.76,32.34
2025-09-24,Uns15902,412.73,42.97,407.46,30.14
2025-09-24,Uns20466,,,,
2025-09-24,Uns11013,349.13,40.59,340.98,28.67
2025-09-24,Uns07301,469.09,39.77,384.35,28.82
2025-09-24,Uns07300,472.48,36.92,364.45,28.72
2025-09-24,Uns09143,473.26,41.66,458.19,28.28
2025-09-24,Uns10865,496.4,44.08,468.09,37.54
2025-09-24,Uns09144,229.2,34.37,236.36,27.96
2025-09-24,Uns20201,271.1,18.93,265.23,14.78
2025-09-24,Uns10522,393.01,62.55,394.61,29.17
2025-09-12,Uns15902,262.83,36.98,265.34,28.59
2025-09-12,Uns20466,,,,
2025-09-12,Uns21219,,,,
2025-09-12,Uns19573,271.12,35.92,247.28,29.84
2025-09-12,Uns51562,,3.98,,3.73
2025-09-12,Uns15163,387.36,34.11,387.55,25.35
2025-09-12,Uns07303,443.34,36.11,367.93,29.69
2025-09-12,Uns10125,,,,
2025-09-12,Uns10520,,,,
2025-09-12,Uns19733,484.64,32.01,479.75,41.94
2025-09-12,Uns10127,,,,
2025-09-12,Uns15166,359.98,39.44,336.2,28.02
2025-09-12,Uns19731,460.06,41.69,431.4,31.77
2025-09-12,Uns19464,442.77,40.91,380.56,27.34
2025-09-12,Uns18125,225.58,32.9,229.47,27.26
2025-09-12,Uns19462,80.11,40.8,521.5,27.62
2025-09-12,Uns10524,,,,
2025-09-12,Uns09143,455.52,42.12,455.41,27.97
2025-09-12,Uns15923,,,,
2025-09-12,Uns19468,515.85,,456.36,28.42
2025-09-12,Uns15904,375.18,,357.27,28.56
2025-09-12,Uns09144,210.02,31.63,220.54,27.16
2025-09-12,Uns20201,,,,
2025-09-12,Uns18128,229.74,32.88,234.55,26.23
2025-09-12,Uns07299,684.08,44.69,558.33,28.91
2025-09-12,Uns11013,,,,
2025-09-12,Uns07301,666.12,44.8,549.65,31.31
2025-09-12,Uns07300,672.56,41.24,556.12,31.26
2025-09-12,Uns17651,585.17,44.01,459.55,31.43
2025-09-12,Uns10865,257.17,33.06,468.09,37.54
2025-09-12,Uns10522,,,,
2025-09-12,Uns16743,328.96,39.47,332.38,29.82
2025-09-12,Uns10100,,,,
2025-09-12,Uns19470,582.25,45.58,470.21,31.21
2025-09-12,Uns07297,350.04,36.04,324.2,27.01
2025-09-06,Uns15902,372.38,38.82,362.52,27.59
2025-09-06,Uns20466,,,,
2025-09-06,Uns21219,,,,
2025-09-06,Uns19573,329.01,39.02,319.09,29.07
2025-09-06,Uns51562,,,,
2025-09-06,Uns15163,391.18,33.09,400.44,24.05
2025-09-06,Uns07303,451.75,38.44,419.24,29.43
2025-09-06,Uns10125,,,,
2025-09-06,Uns10520,181.18,44.02,348.03,25.66
2025-09-06,Uns19733,402.76,30.19,399.5,40.63
2025-09-06,Uns10127,,,,
2025-09-06,Uns11013,332.04,36.13,333.19,25.27
2025-09-06,Uns15166,853.4,52.81,838.15,30.28
2025-09-06,Uns19731,387.87,40.41,370.84,30.21
2025-09-06,Uns19464,132.97,39.75,235.76,26.56
2025-09-06,Uns18125,451.62,42.58,463.77,30.51
2025-09-06,Uns10524,,,,
2025-09-06,Uns07301,326.61,34.46,298.16,26.77
2025-09-06,Uns07300,318.24,32.54,289.5,26.71
2025-09-06,Uns09143,391.41,38.12,392.03,26.37
2025-09-06,Uns16743,470.04,40.7,416.52,30.18
2025-09-06,Uns15923,167.6,13.61,174.17,26.34
2025-09-06,Uns19468,424.39,,377.23,26.85
2025-09-06,Uns10865,501.93,41.46,468.09,37.54
2025-09-06,Uns15904,438.12,,403.71,28.31
2025-09-06,Uns09144,,,,
2025-09-06,Uns20201,379.3,19.07,346.52,13.32
2025-09-06,Uns18128,444.81,43.18,452.02,28.96
2025-09-06,Uns10100,187.79,33.07,189.98,26.51
2025-09-06,Uns19470,,0,,0
2025-09-06,Uns07299,320.17,34.58,298.84,25.11
2025-09-06,Uns07297,775.18,48.61,528.02,30.44
2025-09-06,Uns17651,533.53,44.43,511.87,31.03
2025-09-06,Uns19462,64.29,38.61,403.09,17.96
2025-09-06,Uns10522,340.1,63.56,348.22,26.04
2025-11-12,Uns15902,538.71,43.75,470.65,29.95
2025-11-12,Uns20466,,,,
2025-11-12,Uns18120,478.38,40.18,438.18,30.8
2025-11-12,Uns21219,,,,
2025-11-12,Uns19573,624.98,46.93,507.22,31.2
2025-11-12,Uns51562,40,27.88,225.03,26.53
2025-11-12,Uns15163,338.61,32.66,323.5,25.21
2025-11-12,Uns07303,462.53,42.37,462.34,31.92
2025-11-12,Uns10125,254.58,,100,0
2025-11-12,Uns10520,362.24,45.42,343.81,27.16
2025-11-12,Uns19733,574.34,,,
2025-11-12,Uns10127,266.32,,99,
2025-11-12,Uns11013,284.03,37.39,273.53,27.37
2025-11-12,Uns15166,231.51,21.02,189.92,14.52
2025-11-12,Uns19731,562.26,43.22,502.67,29.3
2025-11-12,Uns19464,31.82,36.48,219.43,26.24
2025-11-12,Uns18125,514.09,43.24,494.99,31.08
2025-11-12,Uns19462,58.08,35.97,387.95,26.26
2025-11-12,Uns17651,477.65,47.56,523.14,31.09
