Fecha,CodigoUnidadGeneracion,IrradiacionPanel,TemperaturaPanel,IrradiacionGlobal,TemperaturaAmbiente
2025-10-19,Uns15166,606.47,45.91,501.39,29.63
2025-10-19,Uns19731,375.21,38.63,369.72,28.38
2025-10-19,Uns19464,500.49,39.08,430.41,27.13
2025-10-19,Uns18125,457.59,40.89,445.75,30.39
2025-10-19,Uns19462,69.86,38.55,444.28,27.22
2025-10-19,Uns17651,507.07,46.2,516.79,31.54
2025-10-19,Uns10522,363.81,59.39,357.43,27.94
2025-10-19,Uns10524,,,,
2025-10-19,Uns07301,668.77,41.57,485.64,29.38
2025-10-19,Uns07300,666.69,37.04,500.04,29.21
2025-10-19,Uns09143,,,,
2025-10-19,Uns10865,604.27,44.01,295.57,18.93
2025-10-19,Uns15904,574.55,,515.64,29.96
2025-10-19,Uns09144,246.57,31.5,243.65,25.8
2025-10-19,Uns20201,374.98,15.48,285.96,11.09
2025-10-19,Uns18128,458.04,43.02,430.36,29.39
2025-10-19,Uns10100,427.1,38.75,344.11,27.52
2025-10-19,Uns19470,608.63,47.6,507.87,31.23
2025-10-19,Uns07299,596.91,42.27,463.8,27.89
2025-10-19,Uns07297,705.89,49.84,561.55,32.54
2025-10-19,Uns16743,675.25,46.14,545.86,31.77
2025-10-19,Uns19468,502.89,,489.95,28.07
2025-10-19,Uns15923,445.55,16.5,371.07,27.02
2025-11-06,Uns15902,573.57,45.95,464.63,30.1
2025-11-06,Uns20466,,,,
2025-11-06,Uns18120,,,,
2025-11-06,Uns21219,,,,
2025-11-06,Uns19573,607.87,45.57,501.89,29.06
2025-11-06,Uns51562,165,34.7,894,31.39
2025-11-06,Uns07303,372.29,37.12,360.34,29.71
2025-11-06,Uns10125,,99,,
2025-11-06,Uns10520,260.45,44,253.81,24.65
2025-11-06,Uns19733,375.5,0,111,
2025-11-06,Uns10127,,,,
2025-11-06,Uns11013,305.53,36.08,278.77,27.25
2025-11-06,Uns15166,283.53,22.29,215.12,14.53
2025-11-06,Uns19731,373.12,36.27,349.91,25.82
2025-11-06,Uns19464,631.1,44.08,574.66,27.56
2025-11-06,Uns18125,389.97,39.16,378.35,29.42
2025-11-06,Uns19462,122.24,47.89,919.22,15.92
2025-11-06,Uns17651,342.3,36.16,338.86,27.35
2025-11-06,Uns10522,258.49,56.54,255.85,25.33
2025-11-06,Uns07301,159.72,22.4,158.65,25.06
2025-11-06,Uns07300,155.24,26.49,154.44,24.89
2025-11-06,Uns16743,488.05,40.21,410.24,29.93
2025-11-06,Uns15923,325.84,15.25,260.62,27.66
2025-11-06,Uns19468,,0,,0
2025-11-06,Uns10865,347.75,37.7,336.41,36.15
2025-11-06,Uns15904,405.96,39.88,393.22,28.36
2025-11-06,Uns09144,,,,
2025-11-06,Uns20201,226.96,15.69,235.71,12.39
2025-11-06,Uns18128,439.37,41.6,425.82,28.87
2025-11-06,Uns10100,331.17,35,274.63,27.07
2025-11-06,Uns19470,329.78,35.03,326.21,26.62
2025-11-06,Uns07299,135.21,28.97,135.97,23.79
2025-11-06,Uns53072,194.64,26.35,217.21,21.91
2025-11-06,Uns07297,505.3,42,418.13,30.28
2025-11-06,Uns15163,433.25,33.87,418.84,26.46
2025-11-06,Uns10524,,,,
2025-11-06,Uns09143,320.18,38.18,315.61,25.37
2025-11-06,Uns18122,424.34,38.3,395.19,28.15
2025-12-06,Uns15902,481.84,42.33,417.28,29.07
2025-12-06,Uns18126,396.11,39.88,382.68,29.8
2025-12-06,Uns18120,436.06,40.27,399.09,30.42
2025-12-06,Uns21219,,,,
2025-12-06,Uns19573,661.54,45.61,522.23,29.95
2025-12-06,Uns51562,20,26.79,118,25.75
2025-12-06,Uns15163,368.09,33.2,359.33,24.68
2025-12-06,Uns07303,567,39.43,413,31
2025-12-06,Uns10125,,,,
2025-12-06,Uns10520,306.28,43,282.67,26.06
2025-12-06,Uns19733,531.08,,,
2025-12-06,Uns11013,281.73,36.34,254.19,27.17
2025-12-06,Uns15166,218.51,20.78,183.99,14.21
2025-12-06,Uns19731,499.52,,462.16,0
2025-12-06,Uns17651,484.72,42.85,495.16,29.63
2025-12-06,Uns10522,292.86,53.58,280.43,26.4
2025-12-06,Uns10524,,,,
2025-12-06,Uns07301,442.83,5.49,464.27,29.69
2025-12-06,Uns07300,489.13,37.95,436.33,29.61
2025-12-06,Uns18122,441.25,39.46,402.5,28.39
2025-12-06,Uns15923,373,14.5,278.61,26.36
2025-12-06,Uns19468,,0,,0
2025-12-06,Uns10865,343.18,37.81,293.37,37.89
2025-12-06,Uns15904,,37.99,,29.96
2025-12-06,Uns09144,259.44,31.22,246.19,26.72
2025-12-06,Uns20201,300.76,20.13,269.86,14.39
2025-12-06,Uns18128,374.57,39.74,359.3,29.29
2025-12-06,Uns07299,493.44,39.32,447.18,27.76
2025-12-06,Uns53072,555.62,39.63,482.33,26.04
2025-12-06,Uns07297,,,,
2025-12-06,Uns20466,,,,
2025-12-06,Uns10127,494.46,95.36,97.23,
2025-12-06,Uns19464,2,39.29,3,30.19
2025-12-06,Uns18125,384.7,39.07,367.81,30.4
2025-12-06,Uns19462,66.37,38.93,434.61,28.24
2025-12-06,Uns09143,0.96,11.52,0.94,1.47
2025-12-06,Uns16743,603.81,42.29,471.09,31.39
2025-12-06,Uns10100,336.99,35.47,253.4,26.5
2025-12-06,Uns19470,,0,,29.55
2025-11-02,Uns15902,360.94,39.26,338.4,29.63
2025-11-02,Uns20466,,,,
2025-11-02,Uns21219,,,,
2025-11-02,Uns19573,690.32,47.61,560.55,31.68
2025-11-02,Uns51562,165,34.7,894,31.39
2025-11-02,Uns07303,431.03,40.68,434.54,31.3
2025-11-02,Uns10125,,,,
2025-11-02,Uns10520,263.25,43.64,255.76,27.03
2025-11-02,Uns19733,376.83,0,111,
2025-11-02,Uns10127,530.15,,,
2025-11-02,Uns11013,246.07,35.86,234.55,27.32
2025-11-02,Uns15166,242.2,38.31,153.85,28.92
2025-11-02,Uns19731,348.49,38.01,312.31,28.9
2025-11-02,Uns19464,518.87,39.48,422.29,28.33
2025-11-02,Uns18125,360.98,38.98,353.72,30.52
2025-11-02,Uns10522,259.95,58.91,255.53,28.16
2025-11-02,Uns07301,496.34,38.88,444.36,29.88
2025-11-02,Uns09143,490.91,45.38,481.42,28.29
2025-11-02,Uns16743,519.98,43.48,446.85,32.6
2025-11-02,Uns15923,378.18,16.07,313.15,27.71
2025-11-02,Uns19468,,0,,0
2025-11-02,Uns10865,328.01,39,341.79,38.88
2025-11-02,Uns15904,296.74,25.82,296.75,
2025-11-02,Uns09144,215.79,31.55,214.47,26.53
2025-11-02,Uns18128,341.67,40.05,333.58,29.66
2025-11-02,Uns10100,312.01,37.11,232.43,27.65
2025-11-02,Uns19470,534.48,45.75,443.14,30.73
2025-11-02,Uns07299,477.29,39.7,413.08,28.38
2025-11-02,Uns07297,597.82,46.82,465.8,31.78
2025-11-02,Uns15163,437.78,34.17,423.3,26.22
2025-11-02,Uns19462,63.42,38.06,431.15,28.41
2025-11-02,Uns17651,463.53,44.47,437.78,30.7
2025-11-02,Uns10524,,,,
2025-11-02,Uns07300,523.07,34.85,445.4,29.89
2025-11-02,Uns20201,151.43,16.04,164.11,13.32
2025-11-02,Uns53072,590.9,41.46,518.09,27.24
2025-10-29,Uns15902,613.15,45.8,527.71,30.59
2025-10-29,Uns20466,,,,
2025-10-29,Uns21219,,,,
2025-10-29,Uns19573,542.25,42.6,446.63,29.89
2025-10-29,Uns51562,165,34.7,894,31.39
2025-10-29,Uns15163,607.3,36.04,586.69,26.71
2025-10-29,Uns07303,418.57,42.11,,31.19
2025-10-29,Uns10125,,,,
2025-10-29,Uns10520,302.16,44.73,289.51,24.13
2025-10-29,Uns19733,472.2,0,111,
2025-10-29,Uns10127,270.35,,,
2025-10-29,Uns11013,372.63,39.45,343.82,28.06
2025-10-29,Uns15166,500.91,43.84,439.5,29.22
2025-10-29,Uns19731,497.3,40.3,499.78,27.28
2025-10-29,Uns19464,337.86,35.82,334.01,26.32
2025-10-29,Uns18125,269.54,34.74,261.25,28.82
2025-10-29,Uns19462,54.3,35.68,356.41,26.32
2025-10-29,Uns17651,424.9,39.22,430.18,28.91
2025-10-29,Uns10522,299.45,56.47,288.19,24.74
2025-10-29,Uns10524,,,,
2025-10-29,Uns07301,254.91,30.25,256.02,25.2
2025-10-29,Uns07300,266.57,28.54,246.77,25
2025-10-29,Uns09143,410.43,43.44,401.38,26.95
2025-10-29,Uns16743,478.1,41.53,421.13,31.16
2025-10-29,Uns15923,295.03,14.69,263.86,27.43
2025-10-29,Uns19468,,0,,0
2025-10-29,Uns10865,297.97,35.98,278.89,36.45
2025-10-29,Uns15904,457.01,43.31,435.79,
2025-10-29,Uns09144,157.14,28.37,153.03,25.36
2025-10-29,Uns20201,259.28,16.74,273.06,12.71
2025-10-29,Uns18128,274.56,35.29,269.01,28.19
2025-10-29,Uns10100,333.34,35.49,299.68,27.46
2025-10-29,Uns19470,501.67,40.55,442.56,28.38
2025-10-29,Uns07299,255.78,31.46,250.95,23.83
2025-10-29,Uns53072,541.26,36.72,494.1,25.51
2025-10-29,Uns07297,584.61,44.93,463.38,29.54
2025-12-12,Uns16743,551.51,42.05,460.24,31.58
2025-12-12,Uns19468,,0,,0
2025-12-12,Uns15902,304.56,38.57,297.53,29.35
2025-12-12,Uns18126,446.35,41.25,413.84,30.37
2025-12-12,Uns20466,,,,
2025-12-12,Uns18120,415.33,39.94,383.11,30.76
2025-12-12,Uns21219,,,,
2025-12-12,Uns19573,563.93,44.58,471.58,30.86
2025-12-12,Uns51562,20,26.79,118,25.75
2025-12-12,Uns15163,503.08,33.85,456.92,25.98
2025-12-12,Uns07303,522.18,40.16,368.8,32.16
2025-12-12,Uns10125,,,,
2025-12-12,Uns10520,200.26,44.06,194.49,25.87
2025-12-12,Uns19733,375.77,,,
2025-12-12,Uns10127,629.27,96.63,99.27,
2025-12-12,Uns11013,201.26,33.88,191.32,27.11
2025-12-12,Uns15166,151.83,18.06,136.33,14.26
2025-12-12,Uns19731,374.05,,329.37,0
2025-12-12,Uns19464,470.61,37.86,429.93,28.51
2025-12-12,Uns18125,438.04,40.11,428.33,31.02
2025-12-12,Uns19462,87.11,40.87,663.77,29.56
2025-12-12,Uns17651,357.73,38.78,353,28.63
2025-12-12,Uns10522,196.76,54.06,194.55,26.53
2025-12-12,Uns10524,,,,
2025-12-12,Uns07301,455.17,6.78,488.03,30.82
2025-12-12,Uns07300,635.36,40.3,485.27,30.65
2025-12-12,Uns09143,0.9,12.38,0.9,1.5
2025-12-12,Uns18122,424.84,39.34,393.43,28.76
2025-12-12,Uns10865,472.02,39.98,495.26,42.71
2025-12-12,Uns15904,,41.05,,30.73
2025-12-12,Uns09144,216.79,31.08,202.66,27.06
2025-12-12,Uns20201,374.18,18.16,260.34,14.49
2025-12-12,Uns18128,434.72,42.06,413.8,30.05
2025-12-12,Uns10100,244.3,34.78,202.26,26.43
2025-12-12,Uns19470,1,39.29,338.95,28.69
2025-12-12,Uns07299,548.81,42.22,475.37,29.1
2025-12-12,Uns53072,436.02,36.99,413.76,26.38
2025-12-12,Uns07297,564.1,44.45,449.43,30.44
2025-12-12,Uns15923,297.67,13.87,256.52,26.88
2025-11-14,Uns15902,511.51,44.97,441.6,30.03
2025-11-14,Uns20466,,,,
2025-11-14,Uns18120,459.69,41.45,432.39,31.24
2025-11-14,Uns21219,,,,
2025-11-14,Uns19573,655.94,47.02,515.36,31
2025-11-14,Uns51562,20,26.79,118,25.75
2025-11-14,Uns15163,360.54,32.88,358.05,25.08
2025-11-14,Uns07303,446.96,40.72,446.88,31.32
2025-11-14,Uns10125,329.27,99,99.9,0
2025-11-14,Uns10520,239.02,43.72,231.65,24.68
2025-11-14,Uns19733,142.97,,,
2025-11-14,Uns10127,351.34,,98.47,
2025-11-14,Uns11013,274.13,37.44,252.11,27.41
2025-11-14,Uns15166,267.73,22.73,211.25,14.69
2025-11-14,Uns19731,333.22,35.25,330.38,25.99
2025-11-14,Uns19464,30.72,39.68,178.56,27.34
2025-11-14,Uns18125,480.08,41.45,463.6,30.81
2025-11-14,Uns19462,66.07,38.98,427.56,27.47
2025-11-14,Uns17651,355.34,42.39,423.09,28.18
2025-11-14,Uns10522,233.71,56.28,233.69,25.41
2025-11-14,Uns10524,,,,
2025-11-14,Uns07300,,28.21,297.78,27.79
2025-11-14,Uns09143,300.4,32.64,296.88,24.01
2025-11-14,Uns18122,464.6,40.95,427.98,29.1
2025-11-14,Uns16743,617.18,43.66,525.22,31.07
2025-11-14,Uns15923,393.88,14.72,311.91,24.16
2025-11-14,Uns19468,,0,,0
2025-11-14,Uns10865,482.58,40.94,445.49,37.5
2025-11-14,Uns15904,418.99,39.62,391.55,28.87
2025-11-14,Uns09144,119.79,27.03,123.55,24.45
2025-11-14,Uns20201,171.24,18.08,186.35,15.07
2025-11-14,Uns18128,475.16,43.09,448.69,30.07
2025-11-14,Uns10100,344.88,35.81,282.9,27.28
2025-11-14,Uns19470,483.2,42.27,411.2,28.26
2025-11-14,Uns07299,328.86,35.91,317.79,26.45
2025-11-14,Uns53072,339.27,32.31,324.19,23.28
2025-11-14,Uns07297,561.67,63.69,439.8,30
2025-11-14,Uns07301,314.05,3.23,315.01,27.87
2025-10-05,Uns11013,332.67,37.59,319.19,26.76
2025-10-05,Uns15166,271.19,23.48,224.53,14.52
2025-10-05,Uns16743,636.74,46.57,547.99,31.72
2025-10-05,Uns10865,455.16,42.29,223.55,19.26
2025-10-05,Uns15904,672.3,,574.39,29.93
2025-10-05,Uns09144,149.06,28.73,153.74,25.96
2025-10-05,Uns07299,500.62,43.01,421.37,28.3
2025-10-05,Uns15902,528.8,44.26,445.18,29.13
2025-10-05,Uns20466,,,,
2025-10-05,Uns21219,,,,
2025-10-05,Uns19573,672.48,45.09,559.01,31.17
2025-10-05,Uns51562,,,,
2025-10-05,Uns15163,413.06,32.45,409.33,24.69
2025-10-05,Uns07303,711.2,42.43,533.79,31.27
2025-10-05,Uns10125,,,,
2025-10-05,Uns10520,356.47,43.52,355.89,25.38
2025-10-05,Uns19733,494.53,29.05,501.11,42.36
2025-10-05,Uns10127,518.25,,,
2025-10-05,Uns19731,504.15,43.03,500,29.15
2025-10-05,Uns19464,614.03,46.21,508.54,28.9
2025-10-05,Uns18125,426.03,42.4,433.11,31.5
2025-10-05,Uns19462,72.31,44.2,487.53,28.87
2025-10-05,Uns17651,,0,,0
2025-10-05,Uns10522,362.42,58.44,362.61,26.14
2025-10-05,Uns10524,,,,
2025-10-05,Uns07301,513.77,43.19,446.96,30.13
2025-10-05,Uns07300,516.25,40.32,436.53,30.03
2025-10-05,Uns09143,,,,
2025-10-05,Uns15923,394.89,15.76,342.21,27.23
2025-10-05,Uns19468,783.84,,678.14,30.59
2025-10-05,Uns20201,303.52,16.52,247.87,13.08
2025-10-05,Uns18128,437.67,43.62,433.84,30.17
2025-10-05,Uns10100,361.08,36.03,297.7,26.92
2025-10-05,Uns19470,667.66,48.78,554.53,31.01
2025-10-05,Uns07297,727.97,48.31,580.55,31.79
2025-12-23,Uns15902,586.3,45,480.09,30.71
2025-12-23,Uns18126,495.4,43.24,471.63,30.94
2025-12-23,Uns20466,,,,
2025-12-23,Uns18120,502.78,41.87,462.75,31.48
2025-12-23,Uns21219,,,,
2025-12-23,Uns19573,613.76,20.66,445.73,30.41
2025-12-23,Uns51562,20,26.79,118,25.75
2025-12-23,Uns15163,256.27,29.54,253.83,21.6
2025-12-23,Uns07303,449.41,39.81,443.01,32.23
2025-12-23,Uns10125,,,,
2025-12-23,Uns10520,,,,
2025-12-23,Uns19733,500.99,,,
2025-12-23,Uns10127,692.5,,100.09,
2025-12-23,Uns11013,,,,
2025-12-23,Uns15166,340.34,24.87,259.02,16.15
2025-12-23,Uns19731,496.99,42.15,453.1,29.66
2025-12-23,Uns19464,598.19,42.3,510.5,21.44
2025-12-23,Uns18125,470.18,42.1,447.89,31.54
2025-12-23,Uns19462,65.84,41.21,487.46,21.1
2025-12-23,Uns17651,623.31,46.03,528.79,30.6
2025-12-23,Uns10522,,,,
2025-12-23,Uns10524,,,,
2025-12-23,Uns07301,669.86,41.37,550.02,30.57
2025-12-23,Uns07300,882.99,36.37,544.69,30.47
2025-12-23,Uns09143,0.84,13.67,0.84,1.44
2025-12-23,Uns18122,498.49,41.21,449.8,29.36
2025-12-23,Uns16743,606.08,43.6,492.56,31.97
2025-12-23,Uns15923,,,,
2025-12-23,Uns19468,,0,,0
2025-12-23,Uns10865,552.76,42.27,432.48,38.26
2025-12-23,Uns15904,,37.9,,30.28
2025-12-23,Uns09144,172.27,29.72,165.39,26.02
2025-12-23,Uns20201,,,,
2025-12-23,Uns18128,487.94,43.38,457.59,30.87
2025-12-23,Uns10100,,,,
2025-12-23,Uns19470,,0,,30.51
2025-12-23,Uns07299,667.79,43.5,527.59,28.9
2025-12-23,Uns53072,485.01,39.11,445.08,27.21
2025-12-23,Uns07297,,,,
2025-09-14,Uns15163,405.35,33.67,402.52,25.61
2025-09-14,Uns16743,673.93,50.8,633.22,33.47
2025-09-14,Uns15923,425.79,15.9,360.4,27.6
2025-09-14,Uns18128,419.96,41.97,421.94,30.32
2025-09-14,Uns15902,201.43,31.47,175.06,25.28
2025-09-14,Uns20466,,,,
2025-09-14,Uns21219,,,,
2025-09-14,Uns19573,645.29,46.05,550.21,29.91
2025-09-14,Uns51562,14,29.89,81,28.12
2025-09-14,Uns07303,595.45,41.54,493.84,31.86
2025-09-14,Uns10125,,,,
2025-09-14,Uns10520,365.15,45.48,372.58,27.73
2025-09-14,Uns19733,542.54,33.11,536.17,44.41
2025-09-14,Uns10127,,,,
2025-09-14,Uns11013,123.34,28.92,124.46,24.29
2025-09-14,Uns15166,,25.16,,25.64
2025-09-14,Uns19731,518.74,44.59,476.97,32.88
2025-09-14,Uns19464,649.74,48.25,507.46,30.27
2025-09-14,Uns18125,438.97,41.29,441.45,31.36
2025-09-14,Uns19462,74.89,46.5,467.13,30.18
2025-09-14,Uns17651,678.74,49.14,559.25,33.61
2025-09-14,Uns10522,364.39,62.99,371.72,28.27
2025-09-14,Uns10524,,,,
2025-09-14,Uns07301,394.4,37.05,373.65,29.12
2025-09-14,Uns09143,583.63,45.2,584.29,29.56
2025-09-14,Uns19468,619.79,,533.33,31.24
2025-09-14,Uns15904,466.77,,416.77,28.8
2025-09-14,Uns09144,243.16,32.72,247.03,27.85
2025-09-14,Uns20201,354.97,17.3,321.97,11.36
2025-09-14,Uns07299,410.61,35.48,366.66,27.09
2025-09-14,Uns07297,692.06,48.9,554.13,31.93
2025-09-14,Uns07300,382.11,34.94,355.11,29.09
2025-09-14,Uns10865,552.65,43.44,468.09,37.54
2025-09-14,Uns10100,446.26,38.52,355.07,28.73
2025-09-14,Uns19470,693.62,49.75,574.8,33.09
2025-09-01,Uns15902,568.8,45.78,494.94,29.85
2025-09-01,Uns20466,,,,
2025-09-01,Uns21219,,,,
2025-09-01,Uns19573,669.4,32.43,517.75,30.89
2025-09-01,Uns51562,52.24,33.36,335.69,30.17
2025-09-01,Uns15163,451.93,34.62,453.13,27.34
2025-09-01,Uns07303,,,,
2025-09-01,Uns10125,,,,
2025-09-01,Uns10520,323.19,45.43,331.12,28.05
2025-09-01,Uns19733,493.59,29.03,503.74,40.39
2025-09-01,Uns10127,222.14,,,
2025-09-01,Uns11013,328.29,38.69,332.79,27.6
2025-09-01,Uns15166,350.98,44.22,296.25,30.82
2025-09-01,Uns19731,510.8,41.3,437.52,28.82
2025-09-01,Uns19464,54.52,37.22,105.01,25.56
2025-09-01,Uns18125,,,,
2025-09-01,Uns19462,52.64,33.41,300.19,25.21
2025-09-01,Uns17651,365.69,41.29,369.71,30.07
2025-09-01,Uns10522,336.7,66.39,346.86,28.6
2025-09-01,Uns07301,,,,
2025-09-01,Uns07300,,,,
2025-09-01,Uns09143,270.58,34.43,270.38,25.8
2025-09-01,Uns16743,626.93,45.16,548.32,32.02
2025-09-01,Uns15923,400.23,15.93,343.53,28.15
2025-09-01,Uns19468,361.74,,322.6,26.11
2025-09-01,Uns10865,365.89,37.44,288.43,29.93
2025-09-01,Uns15904,428.55,,382.45,31.1
2025-09-01,Uns09144,134.68,28.95,136.38,27.05
2025-09-01,Uns20201,131.33,15.24,146.96,13.35
2025-09-01,Uns18128,,,,
2025-09-01,Uns10100,309.7,35.2,243.97,27.76
2025-09-01,Uns19470,,0,,0
2025-09-01,Uns07299,,,,
2025-09-01,Uns07297,629.96,46.33,486.54,31.17
2025-09-01,Uns10524,,,,
2026-01-01,Uns15902,427.79,40.94,381.96,29.87
2026-01-01,Uns54092,,,,
2026-01-01,Uns18120,481.49,42.21,444.52,31.12
2026-01-01,Uns21219,,,,
2026-01-01,Uns19573,650.67,53.33,506.17,29.97
2026-01-01,Uns51562,20,26.79,118,25.75
2026-01-01,Uns15163,287.16,32.95,280.46,23.47
2026-01-01,Uns56054,327.09,30.44,311.94,26.78
2026-01-01,Uns07303,310.51,35.59,,
2026-01-01,Uns20466,,,,
2026-01-01,Uns10520,374.23,43.96,341.52,27.34
2026-01-01,Uns09143,0.98,10.51,0.98,1.49
2026-01-01,Uns19733,439.82,,,
2026-01-01,Uns10127,576.12,,101,
2026-01-01,Uns11013,216.24,35.01,199.4,27.48
2026-01-01,Uns15166,476,29.03,397.35,16.29
2026-01-01,Uns19464,490.5,41.91,438.74,22.78
2026-01-01,Uns18125,517.76,44.23,500.6,31.9
2026-01-01,Uns19462,57.91,41.17,410.31,26.21
2026-01-01,Uns17651,499.18,42.86,457.86,30.11
2026-01-01,Uns10524,,,,
2026-01-01,Uns07301,582.26,43.89,498.22,31.38
2026-01-01,Uns18122,494.41,41.53,459.3,29.13
2026-01-01,Uns16743,559.67,42.45,455.61,32.05
2026-01-01,Uns15923,348.07,14.91,271.99,26.99
2026-01-01,Uns19468,,0,,0
2026-01-01,Uns15904,,32.28,,28.47
2026-01-01,Uns09144,243.14,32.4,233.15,27.45
2026-01-01,Uns18128,495.45,43.8,470.45,30.69
2026-01-01,Uns10100,242.86,35.99,242.42,27.97
2026-01-01,Uns19470,,0,,30.03
2026-01-01,Uns53072,586.85,40.83,523.08,28.3
2026-01-01,Uns18126,503.49,43.3,463.97,30.67
2026-01-01,Uns10125,,,,
2026-01-01,Uns19731,425.83,38.9,384,29.47
2026-01-01,Uns10522,357.23,56.41,340.12,27.84
2026-01-01,Uns07300,756.28,39.98,471.83,31.44
2026-01-01,Uns54094,,,,
2026-01-01,Uns10865,464.03,41.83,436.2,37.84
2026-01-01,Uns20201,,,,
2026-01-01,Uns07299,,40.08,,26.44
2026-01-01,Uns07297,,,,
2025-10-30,Uns15902,348.79,38.61,341.93,28.74
2025-10-30,Uns20466,,,,
2025-10-30,Uns21219,,,,
2025-10-30,Uns19573,433,39.65,395.41,29.15
2025-10-30,Uns51562,165,34.7,894,31.39
2025-10-30,Uns15163,530.93,35.26,512.2,25.88
2025-10-30,Uns07303,359.18,38.11,,29.91
2025-10-30,Uns10125,384.96,99,100,0
2025-10-30,Uns10520,288.6,43.71,279.26,25.48
2025-10-30,Uns11013,281.55,36.76,270.37,26.55
2025-10-30,Uns15166,,,,
2025-10-30,Uns19731,397.36,39.48,400.62,28.4
2025-10-30,Uns19464,339.21,39.87,358.36,27.59
2025-10-30,Uns18125,337.4,37.23,326.07,29.22
2025-10-30,Uns19462,63.88,39.6,424.33,27.59
2025-10-30,Uns17651,485.14,43.6,456.2,29.26
2025-10-30,Uns10522,284.77,57.68,280.45,26.11
2025-10-30,Uns10524,,,,
2025-10-30,Uns07301,405.64,35.84,354.72,27.32
2025-10-30,Uns07300,422.83,32.75,352.72,27.28
2025-10-30,Uns09143,438.52,42.05,434.53,27.12
2025-10-30,Uns15923,220.61,13.71,210.71,26.27
2025-10-30,Uns10865,311.96,37.05,295.62,37.01
2025-10-30,Uns15904,443.06,42.3,418.37,
2025-10-30,Uns09144,170.14,28.02,164.68,25.27
2025-10-30,Uns18128,338.65,37.86,331.25,28.33
2025-10-30,Uns07299,402.24,36.45,343.66,25.36
2025-10-30,Uns07297,526.74,41.11,402.35,29.11
2025-10-30,Uns19733,430.38,0,111,
2025-10-30,Uns16743,329.76,35.3,321.75,28.81
2025-10-30,Uns10127,441.84,,97.84,
2025-10-30,Uns19468,,0,,0
2025-10-30,Uns20201,432.12,18.36,272.28,17.87
2025-10-30,Uns10100,213.17,34.61,183.56,27.08
2025-10-30,Uns19470,544.17,44.33,470.1,29.19
2025-10-30,Uns53072,509.04,38.21,455.6,25.76
2025-11-23,Uns18120,453.31,39.21,424.12,30.82
2025-11-23,Uns21219,,,,
2025-11-23,Uns19573,512.57,40.92,425.16,30.84
2025-11-23,Uns51562,78.27,33.19,458.99,29.6
2025-11-23,Uns15163,281.44,31.1,275.69,23.51
2025-11-23,Uns07303,384.42,37.77,384.48,31.45
2025-11-23,Uns10125,,,,
2025-11-23,Uns10520,297.54,44.13,285.34,26.71
2025-11-23,Uns19733,435.18,,,
2025-11-23,Uns10127,640.5,,99.05,0
2025-11-23,Uns11013,166.24,32.86,166.25,27.22
2025-11-23,Uns15166,126.04,17.85,129.61,14.33
2025-11-23,Uns19731,415.22,39.39,380.77,28.5
2025-11-23,Uns19464,546.61,40.23,469.2,28.81
2025-11-23,Uns18125,447.65,40.37,435.49,31
2025-11-23,Uns19462,69.31,39.31,467.27,28.76
2025-11-23,Uns17651,477.18,44.7,485.34,30.24
2025-11-23,Uns07301,409.27,6.55,491.6,29.9
2025-11-23,Uns07300,,30.6,474.36,30.29
2025-11-23,Uns09143,,,,
2025-11-23,Uns10865,404.85,38.81,408.62,38.95
2025-11-23,Uns15904,,,,29.87
2025-11-23,Uns09144,149.57,28.39,152.99,25.73
2025-11-23,Uns18128,445.93,41.48,424.26,30.09
2025-11-23,Uns10100,322.1,36.1,276.49,27.4
2025-11-23,Uns19470,499.26,43.78,434.15,30.08
2025-11-23,Uns07299,561.05,43.4,453.49,28.79
2025-11-23,Uns53072,420.69,35.97,416.52,25.84
2025-11-23,Uns07297,521.44,49.64,447.42,29.29
2025-11-23,Uns15902,285.51,37.44,281.46,29.25
2025-11-23,Uns20466,,,,
2025-11-23,Uns10524,,,,
2025-11-23,Uns18122,457.11,38.05,425.15,28.91
2025-11-23,Uns19468,,0,,0
2025-11-23,Uns18126,455.39,41.47,435.24,30.78
2025-11-23,Uns10522,291.34,58.11,284.84,27.59
2025-11-23,Uns16743,368.68,39.16,350.93,31.28
2025-11-23,Uns15923,321.29,14.68,260.71,26.38
2025-11-23,Uns20201,389.59,21.65,340.56,14.8
2025-10-26,Uns15902,570.64,44.74,473.1,30.29
2025-10-26,Uns20466,,,,
2025-10-26,Uns21219,,,,
2025-10-26,Uns19573,615.85,42.48,525.56,30.86
2025-10-26,Uns51562,102.37,34.05,548.55,30.21
2025-10-26,Uns15163,600.06,36.14,581.53,27.48
2025-10-26,Uns07303,365.1,40.39,,
2025-10-26,Uns10520,330.24,45.16,316.31,26.57
2025-10-26,Uns19733,659.64,0,111,
2025-10-26,Uns10127,739.59,,,
2025-10-26,Uns11013,393.62,41.02,356.24,27.82
2025-10-26,Uns15166,554.98,34.64,433.54,29.34
2025-10-26,Uns19731,529.31,41.75,507.78,26.67
2025-10-26,Uns19464,513.38,42.02,445.73,27.78
2025-10-26,Uns18125,577.78,44.83,567.39,32.05
2025-10-26,Uns19462,67.99,41.26,463.24,27.95
2025-10-26,Uns17651,537.71,43.21,543.22,30.5
2025-10-26,Uns10522,318.19,58.86,314.55,27.14
2025-10-26,Uns10524,,,,
2025-10-26,Uns07300,713.93,41.65,567.68,31.29
2025-10-26,Uns09143,,,,
2025-10-26,Uns15923,342.67,16.19,318.83,28.29
